mp_id,clean_formula,band_gap_dft,density,crystal_system,band_gap_exp,delta_eg
mp-1019715,CsLi(B3O5)2,5.0869,2.3774915447116984,Orthorhombic,6.89,1.8030999999999997
mp-1202825,CsLu7S11,2.0075000000000003,5.857103275196888,Orthorhombic,1.86,-0.1475000000000002
mp-1203743,CsLu7Se11,1.5927,6.730183491482308,Orthorhombic,1.78,0.18730000000000002
mp-1222404,LiBiS2,1.7886000000000006,5.445330669371229,Trigonal,0.11,-1.6786000000000005
mp-6126,LiCdBO3,2.1155999999999997,4.344979665887188,Hexagonal,4.28,2.1644000000000005
mp-1767,Tm2O3,3.9787,9.150946310314623,Cubic,4.53,0.5513000000000003
mp-1192530,CsPPbO4,4.0581,5.39109409150986,Orthorhombic,4.39,0.3319000000000001
mp-1225967,CsPSe6,1.6167061097418878,4.071602896032002,Monoclinic,1.9,0.28329389025811214
mp-1192528,LiCa3As2H,1.4416999999999995,3.161484030801407,Orthorhombic,1.4,-0.041699999999999626
mp-1195448,CsSb(SO4)2,4.0866,3.662842869434355,Orthorhombic,4.68,0.5933999999999999
mp-561639,CsSbS2,1.7380999999999998,3.9443446354800775,Monoclinic,2.8,1.0619
mp-2969,CsSbSe2,1.1348,4.6357308949612275,Monoclinic,1.7,0.5651999999999999
mp-1194629,CsSc(SeO3)2,4.1332,3.894480797632195,Orthorhombic,5.2,1.0667999999999997
mp-510062,CsSmCdSe3,2.0229999999999997,5.167033427724434,Orthorhombic,2.45,0.4270000000000005
mp-638078,CsTbZnTe3,1.3573,5.426832816194656,Orthorhombic,2.12,0.7627000000000002
mp-1025340,Cu2WSe4,1.2756999999999996,6.004547176985422,Tetragonal,1.65,0.3743000000000003
mp-11116,CsYCdSe3,2.0858,4.7867016506577444,Orthorhombic,2.54,0.45420000000000016
mp-555874,LiAsS2,1.0664000000000002,3.0528224940756976,Monoclinic,1.6,0.5335999999999999
mp-1213115,CsYbMnSe3,1.2409,5.42262004935748,Orthorhombic,1.59,0.3491000000000002
mp-1195000,CsZn2B3O7,4.0248,3.424413631669519,Orthorhombic,5.69,1.6652000000000005
mp-12954,CuBS2,1.7424999999999997,4.097111189141546,Tetragonal,3.61,1.8675000000000002
mp-1634,MoSe2,1.4176000000000002,6.512714088235233,Hexagonal,1.6,0.1823999999999999
mp-762,PtS2,1.4394999999999998,7.051273549454283,Trigonal,0.75,-0.6894999999999998
mp-1213120,Dy2(MoO4)3,3.9959,4.6985822423578485,Tetragonal,1.92,-2.0759
mp-1105187,CuPS3,1.1555,3.0133749628683897,Tetragonal,2.2,1.0445000000000002
mp-2345,Dy2O3,3.9254999999999995,8.333958276713304,Cubic,5.0,1.0745000000000005
mp-1102833,SbOsS,1.1192289489036256,10.042148337265814,Monoclinic,1.2,0.08077105109637439
mp-1101771,SbOsSe,1.1232999999999995,10.542719695926204,Monoclinic,0.4,-0.7232999999999995
mp-1189242,Dy3GaS6,2.0614999999999997,5.474547213069172,Orthorhombic,2.81,0.7485000000000004
mp-1095296,Dy4Te3S4,1.3965999999999994,6.327594466843864,Monoclinic,1.43,0.03340000000000054
mp-390,TiO2,2.0629999999999997,3.8561390633045,Tetragonal,3.3,1.237
mp-5767,DyPO4,5.8933,6.006926613586458,Tetragonal,6.38,0.4866999999999999
mp-22971,SbSBr,1.7693000000000003,4.591719207627386,Orthorhombic,2.17,0.4006999999999996
mp-679,Er2O3,3.9684999999999997,8.89420999863139,Cubic,5.42,1.4515000000000002
mp-209,Er2Se3,1.3288,6.781400495924921,Orthorhombic,1.66,0.33119999999999994
mp-8901,Rb2VAgS4,1.3396000000000001,3.1890921261170013,Orthorhombic,1.83,0.49039999999999995
mp-15219,Rb2VCuS4,1.2429000000000001,3.20071230966819,Orthorhombic,1.85,0.6071
mp-5967,TiCoSb,1.0431999999999997,7.557042610307408,Cubic,0.95,-0.09319999999999973
mp-1105212,Rb2AgPS4,2.2636000000000003,3.1755463364599747,Triclinic,2.6,0.3363999999999998
mp-401,Sc2S3,1.0349999999999997,2.883972638006616,Orthorhombic,2.0,0.9650000000000003
mp-4043,NbCu3Se4,1.3599999999999999,5.473847425981426,Cubic,2.45,1.0900000000000003
mp-571293,Rb2BaNb2Se11,1.5116999999999998,4.712577206136999,Monoclinic,1.53,0.018300000000000205
mp-13383,ScAg(PSe3)2,1.6441,4.075887203752484,Trigonal,1.55,-0.09409999999999985
mp-11022,ScAgO2,2.1264000000000003,5.5381151818901335,Hexagonal,3.8,1.6735999999999995
mp-3642,ScCuO2,2.3292000000000006,4.562429094571791,Hexagonal,3.3,0.9707999999999992
mp-1209316,Rb2Ti(AgS2)2,1.5994,3.7931905801493655,Tetragonal,2.33,0.7306000000000001
mp-7129,Rb2Ti(CuS2)2,1.6602999999999999,3.8001794975062926,Tetragonal,2.19,0.5297000000000001
mp-28070,Rb2TeI6,1.6227,4.362730970308794,Tetragonal,1.4,-0.22270000000000012
mp-1197024,FeBi(SeO3)3,2.6249000000000002,4.819103847022588,Orthorhombic,2.54,-0.0849000000000002
mp-570884,TeI4,1.7639000000000002,4.305102813165743,Orthorhombic,1.1,-0.6639000000000002
mp-8377,TeO2,2.9162000000000003,5.6573540267110785,Orthorhombic,3.0,0.08379999999999965
mp-18556,Rb2Cd3S4,1.7838,4.181207483407157,Orthorhombic,2.92,1.1361999999999999
mp-16818,Rb2Cd3Se4,1.4123,4.858757942814952,Orthorhombic,2.37,0.9577
mp-29901,Rb2Cd3Te4,1.4415,5.0459389898398825,Monoclinic,2.3,0.8584999999999998
mp-1196984,Ga2PbS4,2.2737486248533103,4.673442154129545,Orthorhombic,2.38,0.10625137514668959
mp-571171,Ga2PbSe4,2.4123,5.894453318711996,Orthorhombic,1.83,-0.5823
mp-539,Ga2S3,1.7106,3.5717040448718156,Monoclinic,2.8,1.0894
mp-1196063,Ga2Se2O7,4.2010000000000005,4.864833067284663,Orthorhombic,4.61,0.4089999999999998
mp-1104707,Na(GeP)3,1.0854999999999997,3.48726505849265,Orthorhombic,2.06,0.9745000000000004
mp-1194398,GaHSeO4,4.517200000000001,4.529430059566558,Orthorhombic,5.51,0.992799999999999
mp-2490,GaP,1.5917000000000003,4.128066400195779,Cubic,2.74,1.1482999999999999
mp-988,Si3N4,4.2503,3.2020796443326165,Hexagonal,5.1,0.8496999999999995
mp-504886,Gd2O3,2.9411000000000005,7.632702123264896,Cubic,5.3,2.3588999999999993
mp-541897,Rb2Cd(PSe3)2,1.7916999999999998,3.9204227701722036,Monoclinic,2.58,0.7883000000000002
mp-569128,SiB3,1.4104999999999999,2.4689221908509955,Orthorhombic,2.0,0.5895000000000001
mp-441,Rb2Te,1.8837,3.1589864632960185,Cubic,4.5,2.6163
mp-510490,GdScS3,1.1773999999999996,4.58894388031411,Orthorhombic,2.1,0.9226000000000005
mp-1205339,Ge(SeO3)2,3.6811000000000003,4.278777386974612,Monoclinic,5.27,1.5888999999999993
mp-624190,GePbS3,1.8130000000000002,4.825704321802727,Monoclinic,2.4,0.5869999999999997
mp-19009,NiO,2.387200000000001,6.76215448706649,Cubic,4.0,1.6127999999999991
mp-27922,GeI2,2.0217,4.739246034531969,Trigonal,1.5,-0.5217
mp-470,GeO2,1.2428,6.205128158243331,Tetragonal,5.54,4.2972
mp-3006,P2Pd3S8,1.5955,3.355390570155651,Trigonal,2.12,0.5245000000000002
mp-570324,Rb2TeBr6,2.101,4.027617416316245,Tetragonal,2.14,0.039000000000000146
mp-17868,NaAsO3,2.8628,3.4650536643388534,Triclinic,0.0,-2.8628
mp-1202576,Tb4GaSbS9,2.023932138921271,5.5429422590891795,Orthorhombic,2.44,0.41606786107872873
mp-1195291,Rb2Cu2Sb2S5,1.1974999999999998,4.035023713073215,Monoclinic,1.6,0.4025000000000003
mp-1194540,Rb2Sn3(SbS5)2,1.8255,3.565499563578739,Monoclinic,2.33,0.5045000000000002
mp-352,HfO2,4.0161999999999995,10.241243300471636,Monoclinic,5.55,1.5338000000000003
mp-1056,Tb2O3,3.9006,8.013812697274941,Cubic,3.0,-0.9005999999999998
mp-985829,HfS2,1.2325,5.799198864447752,Trigonal,2.9,1.6675
mp-812,Ho2O3,3.9489,8.612953640267063,Cubic,5.42,1.4710999999999999
mp-878,Ho2S3,1.4626000000000001,6.0464082578069025,Monoclinic,0.5,-0.9626000000000001
mp-2798,SiP,1.7418,2.2594483623492314,Orthorhombic,2.0,0.2582
mp-9996,SiP2,1.4262000000000001,2.275614730809125,Orthorhombic,1.89,0.46379999999999977
mp-568264,SiSe2,2.167,3.374205300441155,Orthorhombic,1.72,-0.44699999999999984
mp-1221125,NaBiS2,1.4468999999999994,5.1626002796194665,Trigonal,0.38,-1.0668999999999995
mp-1190487,Na2Zn(SnS3)2,1.7270999999999999,3.0622635471471717,Orthorhombic,2.93,1.2029000000000003
mp-1221101,NaBiSe2,1.0922999999999998,6.024334784686777,Trigonal,0.28,-0.8122999999999998
mp-1199125,In2Se2O7,3.6359000000000004,5.428309883335793,Orthorhombic,2.97,-0.6659000000000002
mp-559521,InBi2S4Cl,1.5739999999999998,5.98980958495434,Monoclinic,1.5,-0.07399999999999984
mp-10748,TaCu3S4,1.9288000000000003,5.0255711549174675,Cubic,3.0,1.0711999999999997
mp-20790,InPS4,2.3185000000000002,3.0561298707636553,Tetragonal,3.12,0.8014999999999999
mp-559864,InSb2S4Br,1.5267999999999997,4.548765454338932,Monoclinic,1.8,0.27320000000000033
mp-556541,InSb2S4Cl,1.5185999999999997,4.241925359769626,Monoclinic,1.8,0.2814000000000003
mp-218,Sm2O3,3.7823,7.079480091053787,Cubic,5.0,1.2176999999999998
mp-13019,NaLa2TaO6,3.971,6.719341005679399,Monoclinic,4.5,0.5289999999999999
mp-560217,K2Al2B2O7,4.5949,2.4718261330714473,Trigonal,6.89,2.2950999999999997
mp-1195201,K2Au(IO3)5,1.9931,4.587905861132399,Orthorhombic,2.65,0.6568999999999998
mp-1105337,Sm3B(SO)3,1.5316,5.697334243097252,Triclinic,2.5,0.9683999999999999
mp-571637,K2Cd2Te3,1.3224,4.343211517809358,Monoclinic,1.93,0.6075999999999999
mp-18101,K2Cd3S4,1.7875999999999999,3.782273263711488,Orthorhombic,2.75,0.9624000000000001
mp-1198419,K2Cd3Se4,1.9294999999999998,4.558188691115089,Orthorhombic,2.36,0.4305000000000001
mp-1195550,K2Ce(PO4)2,1.7779000000000003,3.8730994828605843,Monoclinic,2.46,0.6820999999999997
mp-10973,K2Ga3CuSe6,1.0807000000000002,4.169716123269131,Monoclinic,1.72,0.6392999999999998
mp-561132,K2Ge2PbS6,2.2112999999999996,3.2678868412186013,Monoclinic,2.85,0.6387000000000005
mp-10390,Ta2O5,3.0667999999999997,8.72898921823449,Monoclinic,4.2,1.1332000000000004
mp-1020707,Rb2GeB4O9,4.0842,3.1363604851140803,Monoclinic,5.54,1.4558
mp-1199715,K2In2P3Se10,2.0586,3.8919635097436713,Monoclinic,2.2,0.14139999999999997
mp-21705,K2In3AgSe6,1.0658,4.575631963199624,Monoclinic,1.64,0.5741999999999998
mp-1223734,K2La2Sb2S9,1.1627153853088976,3.6860925154514397,Orthorhombic,2.2,1.0372846146911026
mp-20289,NaInS2,1.8412000000000002,4.009346847824205,Trigonal,1.9,0.05879999999999974
mp-22473,NaInSe2,1.0192999999999999,5.105290094915506,Trigonal,2.8,1.7807
mp-1195788,K2Mo2Se2O11,2.7870788582395996,3.6807624169573474,Orthorhombic,3.3,0.5129211417604003
mp-9763,K2NbCuS4,1.9478,2.752204914796409,Orthorhombic,2.82,0.8721999999999999
mp-9003,K2NbCuSe4,1.6164,3.767752675317172,Orthorhombic,2.14,0.5236000000000001
mp-1199065,Sm4GaSbS9,1.9758954940606617,5.183655842956552,Orthorhombic,2.23,0.2541045059393383
mp-1196183,Sm4InSbS9,2.1668999999999996,5.241943397465371,Tetragonal,2.13,-0.03689999999999971
mp-9509,K2PAuS4,1.5691000000000002,3.248325534109516,Monoclinic,2.63,1.0608999999999997
mp-505138,K2PdSe10,1.0629,3.949648281891623,Tetragonal,1.48,0.4171
mp-29877,K2ReH9,5.2131,3.1481118608032292,Hexagonal,5.71,0.4969000000000001
mp-1022,K2S,2.3215000000000003,1.7972020776470565,Cubic,2.1,-0.22150000000000025
mp-8426,K2Se,2.0925000000000002,2.3116973251375823,Cubic,1.8,-0.2925000000000002
mp-3488,Na2Ti3O7,2.9952000000000005,3.4566879608625083,Monoclinic,3.51,0.5147999999999993
mp-557121,K2Sn(AuS2)2,1.6523,4.572899656350246,Triclinic,2.75,1.0977
mp-555587,K2SmP2S7,2.2517000000000005,2.4475286412971986,Monoclinic,2.59,0.3382999999999994
mp-1195395,K2Sn3(SbS5)2,1.8165999999999998,3.3741444815275026,Monoclinic,2.3,0.48340000000000005
mp-1747,K2Te,2.1372,2.4952208928493556,Cubic,1.9,-0.23720000000000008
mp-27688,K2TeI6,1.7449,4.1042619630829,Monoclinic,1.38,-0.3649
mp-1211474,K2Ti(CuS2)2,1.6741357685031373,3.178635905192419,Tetragonal,2.04,0.36586423149686276
mp-15147,K2VCuS4,1.2343,2.6030074755449344,Orthorhombic,1.82,0.5857000000000001
mp-8900,K2VAgS4,1.3049999999999997,2.8780950476423306,Orthorhombic,1.85,0.5450000000000004
mp-1195072,K2Zn(SnSe3)2,1.5684000000000002,4.0422803444738,Tetragonal,1.71,0.14159999999999973
mp-12535,K2ZnTe2,2.0537,3.710848209361457,Orthorhombic,3.0,0.9462999999999999
mp-1190141,Na2TeS3,1.7828,2.9046186995386263,Monoclinic,2.35,0.5672000000000001
mp-573581,Na2TeSe3,1.2031,4.059082861267636,Monoclinic,1.87,0.6669
mp-1204785,K3Cd(BO2)5,3.8179999999999996,2.6866248239626462,Monoclinic,3.47,-0.3479999999999994
mp-628185,K3NaSn3Se8,1.4211000000000003,3.8764877917546787,Tetragonal,2.2,0.7788999999999999
mp-2784,Na2Te,2.0286999999999997,3.0055841082976436,Cubic,2.3,0.2713000000000001
mp-542545,K3Nb2AsSe11,1.1634,4.074784707639802,Monoclinic,1.53,0.36660000000000004
mp-560964,K3Sm(AsS4)2,1.6795000000000002,2.7385804931646685,Monoclinic,2.2,0.5205
mp-1958,SrTe,1.7616,4.728243249567415,Cubic,3.73,1.9684
mp-1211748,K3Ta2AsS11,1.8918000000000001,3.3638096055584494,Monoclinic,2.21,0.3181999999999998
mp-683905,K3Ta2AsSe11,1.1897,4.692403564347663,Monoclinic,1.45,0.2603
mp-1211873,K3Ti2P5S18,1.1872999999999998,2.160345075475979,Monoclinic,1.61,0.4227000000000003
mp-985583,Li3PS4,2.8095035353998923,1.8542669892124035,Orthorhombic,3.68,0.8704964646001079
mp-542435,Li3ScN2,2.2440999999999995,2.5047208684741737,Cubic,2.9,0.6559000000000004
mp-1195433,K4Ge(PSe3)4,1.4017000000000002,3.321124550143389,Orthorhombic,2.0,0.5982999999999998
mp-2879,SrSnO3,1.7406000000000001,6.345516917916609,Orthorhombic,4.1,2.3593999999999995
mp-556627,K4GeS4,2.7133,2.2675701392280323,Cubic,0.8,-1.9132999999999998
mp-568847,K4GeSe4,2.0003,3.0649770790186497,Cubic,0.64,-1.3603
mp-2758,SrSe,2.2313,4.4686155116412465,Cubic,4.42,2.1887
mp-4092,SrSeO4,3.5358,4.371653072983715,Monoclinic,4.75,1.2142
mp-17698,K6CdTe4,1.6614,3.1790695598418917,Hexagonal,2.51,0.8485999999999998
mp-12532,KAg2PS4,1.25,3.6503124508238196,Tetragonal,3.02,1.77
mp-1087,SrS,2.4968000000000004,3.593405715653541,Cubic,4.76,2.2631999999999994
mp-3074,KAgO,1.4858,4.099159392580221,Tetragonal,0.0,-1.4858
mp-29179,SnCl2,3.0504999999999995,3.783777175742816,Monoclinic,3.9,0.8495000000000004
mp-14659,KAsSe2,1.5863,3.5143089205510036,Monoclinic,1.62,0.03370000000000006
mp-557441,KAu(IO3)4,2.1376,4.904763265829201,Triclinic,2.75,0.6124
mp-5045,SnGeS3,1.6098000000000003,3.590124061458262,Monoclinic,2.23,0.6201999999999996
mp-1196123,Nd2HfS5,1.0398677693689269,6.1112008906161615,Orthorhombic,0.7,-0.33986776936892693
mp-1191826,KBaAsSe3,1.5971,4.0830175999927105,Monoclinic,2.26,0.6628999999999998
mp-557420,KBaB5O9,4.8693,2.9725819181094852,Monoclinic,3.65,-1.2193
mp-1196607,NaIn(IO3)4,3.02192796277456,4.8124575318043465,Monoclinic,4.25,1.2280720372254401
mp-27194,SnI2,1.7063000000000001,5.117978705179939,Monoclinic,2.4,0.6936999999999998
mp-23182,SnI4,2.0284,4.143708705484457,Cubic,2.38,0.3515999999999999
mp-1223443,KBiS2,1.4158000000000004,4.756507856386815,Trigonal,0.86,-0.5558000000000004
mp-2472,SrO,3.276,4.987595387559458,Cubic,5.7,2.4240000000000004
mp-23251,KBr,4.3207,2.763056207688623,Cubic,7.6,3.279299999999999
mp-1196300,Nd2ZrS5,1.0525254392401386,5.19553065746421,Orthorhombic,1.83,0.7774745607598614
mp-23193,KCl,5.0448,1.995763841390827,Cubic,8.5,3.4551999999999996
mp-463,KF,5.949400000000001,2.57908054231024,Cubic,10.3,4.3506
mp-1170,SnS2,1.5565000000000002,4.169006443919932,Trigonal,2.43,0.8734999999999999
mp-1195253,KIn(TeO3)2,2.8719,4.908837222293126,Orthorhombic,4.0,1.1280999999999999
mp-505412,KInS2,2.6784999999999997,3.1786197196569526,Monoclinic,3.0,0.32150000000000034
mp-505700,KInSe2,1.4733,4.012864707560794,Monoclinic,2.68,1.2067
mp-1266,Na2Se,2.0153,2.686924166819691,Cubic,2.0,-0.01529999999999987
mp-34141,Sr(LaS2)2,2.2358000000000002,4.7945669449549175,Tetragonal,2.85,0.6141999999999999
mp-562137,KLiCO3,4.5495,2.1627973088661445,Monoclinic,6.32,1.7705000000000002
mp-770632,Li3CrO4,1.1236000000000002,2.74951486552935,Orthorhombic,0.0,-1.1236000000000002
mp-38240,Sr(PrS2)2,2.0955,4.947127519702359,Tetragonal,2.7,0.6045000000000003
mp-648,Na2S,2.4395,1.889080805023612,Cubic,2.4,-0.03949999999999987
mp-1202434,KNb3(SeO6)2,2.33,4.087312511937983,Orthorhombic,3.46,1.13
mp-1202170,KNb3(TeO6)2,2.4155999999999995,4.5792847195168305,Orthorhombic,3.52,1.1044000000000005
mp-23959,KP(HO2)2,5.4356,2.3856601774932957,Orthorhombic,6.95,1.5144000000000002
mp-569702,KPSe3,1.4182,3.2783749377949496,Trigonal,2.08,0.6618000000000002
mp-18625,KPSe6,1.8827999999999998,3.82581007658057,Orthorhombic,2.16,0.27720000000000034
mp-2831941,Na2CdSnS4,1.9501,3.030332520249474,Tetragonal,2.52,0.5699000000000001
mp-1195296,KSb(SO4)2,4.2351,3.201145444541069,Monoclinic,4.64,0.4048999999999996
mp-866651,KSiBiS4,2.0458999999999996,3.692352631190143,Monoclinic,2.25,0.2041000000000004
mp-11604,KSm2CuS4,1.013,4.56794015870076,Orthorhombic,2.17,1.157
mp-555186,Li2ZnSnS4,2.1985,3.0753058887073643,Monoclinic,2.87,0.6715
mp-1223442,KSnAuSe3,1.4172999999999998,5.287918995085473,Tetragonal,2.28,0.8627
mp-1045,Nd2O3,3.708,6.48710773732564,Cubic,4.4,0.6920000000000002
mp-1220990,NaH3(SeO3)2,4.3395,3.1010259536375213,Monoclinic,4.9,0.5605000000000002
mp-3614,KTaO3,2.0976,6.981426051671773,Cubic,3.5,1.4024
mp-1200554,KTa3(TeO6)2,2.9431000000000003,6.399932128357152,Orthorhombic,4.06,1.1168999999999993
mp-1195277,Na2Mo2Se2O11,2.7771999999999997,3.8885471090185963,Monoclinic,3.1,0.3228000000000004
mp-1188829,KTeP2,1.1856,3.2392138401116854,Monoclinic,1.4,0.21439999999999992
mp-1194980,KY(TeO3)2,3.125418554258555,4.312778372240049,Orthorhombic,3.8,0.674581445741445
mp-1192640,Na2Nb4Se4O19,2.3695,3.907693472939331,Triclinic,3.56,1.1905000000000001
mp-1190156,Ba2GdGaSe5,1.3594000000000002,5.426839565601202,Triclinic,1.87,0.5105999999999999
mp-18531,K2Cd3Te4,1.438,4.608235995891094,Orthorhombic,2.26,0.8219999999999998
mp-1195574,Ba2GaSe4,1.0722000000000003,4.895537412290806,Monoclinic,1.63,0.5577999999999996
mp-2034510,AgBr,1.2441999999999998,6.444861772273533,Orthorhombic,2.52,1.2758000000000003
mp-560086,Nd4(GeS4)3,1.9952999999999994,4.498184074623449,Trigonal,2.62,0.6247000000000007
mp-2918,YCuO2,2.6527999999999996,5.001199955009597,Hexagonal,3.5,0.8472000000000004
mp-558804,CsGeB3O7,4.5981,3.3576429717297964,Orthorhombic,5.76,1.1619000000000002
mp-1536202,AgCl,1.4229999999999996,5.586004680762882,Orthorhombic,5.13,3.7070000000000003
mp-23352,Ge(Bi3O5)4,2.3762,9.20431900783466,Cubic,3.25,0.8738000000000001
mp-1198577,In2B(PO4)3,3.8958032555870794,3.700071047042483,Hexagonal,5.39,1.4941967444129203
mp-554384,NaSb(PS3)2,2.0495,2.773745458041896,Monoclinic,2.17,0.12049999999999983
mp-6548,K2La2Ti3O10,2.0397999999999996,4.764175484136978,Tetragonal,3.05,1.0102000000000002
mp-560019,K2Ge3(BO5)2,3.8682999999999996,3.4713996377307987,Monoclinic,5.38,1.5117000000000003
mp-1197022,CrB2(PbO2)6,1.8898000000000001,6.85619226022226,Orthorhombic,1.8,-0.0898000000000001
mp-37108,Sr(NdS2)2,2.1031999999999997,5.098063559616768,Tetragonal,2.45,0.34680000000000044
mp-1223460,KSnAuS3,1.6528,4.4545465529305055,Tetragonal,2.3,0.6471999999999998
mp-1204192,Ba2V2Te2O11,3.2676098060007814,4.618947959251171,Monoclinic,3.16,-0.1076098060007813
mp-1020144,Na2Be4B4O11,4.983300000000001,2.421470750918509,Triclinic,7.3,2.316699999999999
mp-29746,Cd4P2Cl3,1.3836,4.470986326509905,Cubic,2.17,0.7864
mp-557728,KCu4AsS4,1.2806000000000002,4.172262444148024,Monoclinic,1.9,0.6193999999999997
mp-1105698,Ba2DyGaSe5,1.6672,5.486259281619779,Triclinic,2.35,0.6828000000000001
mp-1201213,Cs2Cd3(B4O7)4,4.5525,3.5023975207123765,Monoclinic,4.76,0.20749999999999957
mp-1106265,Ba2YGaSe5,1.6615000000000002,5.040133294466575,Triclinic,2.31,0.6484999999999999
mp-561599,Ba3Nb2CoO9,1.6878000000000002,6.207838453513086,Monoclinic,0.0,-1.6878000000000002
mp-557644,Ag2P2PbO7,2.3697,5.5858146196920755,Triclinic,0.0,-2.3697
mp-1199321,K5In3P6Se19,1.0646000000000002,3.711781273418834,Triclinic,2.2,1.1354
mp-1195102,RbAg5(PS4)2,1.1624999999999996,4.255776539287183,Orthorhombic,2.4,1.2375000000000003
mp-554408,CsAgSb4S7,1.6886999999999999,4.278937267845149,Monoclinic,2.04,0.35130000000000017
mp-556688,Ba2V2ZnO8,3.4336,4.54920098534429,Monoclinic,3.48,0.046399999999999775
mp-581449,Re(TeCl6)2,1.0373,3.0092002022290165,Trigonal,0.0,-1.0373
mp-4779,Li2B4O7,5.668,2.407235842198602,Tetragonal,7.3,1.6319999999999997
mp-1206068,InBi2S4Br,1.5673000000000004,6.01585080901507,Monoclinic,1.5,-0.06730000000000036
mp-1196712,Dy4GaSbS9,2.035475784952349,5.675275013642503,Orthorhombic,2.58,0.5445242150476512
mp-23514,BiSI,1.8694000000000002,6.276619778165235,Orthorhombic,1.56,-0.3094000000000001
mp-1202711,BaSn2S5,2.0357,4.245772349810435,Orthorhombic,2.35,0.31430000000000025
mp-1195769,NaIn3S5,1.2428,4.402145598875285,Orthorhombic,2.18,0.9372000000000003
mp-18995,Ba2FeMoO6,1.6728999999999998,6.34844882111285,Cubic,0.0,-1.6728999999999998
mp-554930,Nb2AgPS10,1.3724999999999996,3.155752270629062,Monoclinic,1.78,0.4075000000000004
mp-1195033,Ba3Nb2Se9,1.0431,5.232618070838846,Monoclinic,1.3,0.25690000000000013
mp-1215701,Zn2InCuTe4,1.1334000000000004,5.611507590669056,Tetragonal,1.05,-0.08340000000000036
mp-1302892,Li2V3CrO8,1.1101999999999999,3.831395704747852,Monoclinic,0.0,-1.1101999999999999
mp-1105790,Ba2ErGaSe5,1.6730999999999998,5.559083882896364,Triclinic,1.95,0.27690000000000015
mp-554445,Bi5IO7,2.7325000000000004,8.424573747309736,Orthorhombic,2.76,0.027499999999999414
mp-26039,Li3Mn2(PO4)3,1.3066000000000002,2.9896812497585854,Monoclinic,0.0,-1.3066000000000002
mp-1197611,Ba2InAgS4,1.7067999999999999,4.674343865347747,Monoclinic,2.32,0.6132
mp-775306,Li2Ti3FeO8,1.9457,3.6718673960589725,Trigonal,0.0,-1.9457
mp-1191903,Li2In2SiS6,2.4279999999999995,3.071233572199809,Monoclinic,3.61,1.1820000000000004
mp-1019605,Cs2Ba3(P2O7)2,4.7249,4.001065997112488,Orthorhombic,6.31,1.5850999999999997
mp-1188304,Ba2SmInSe5,1.0779999999999998,5.51258829915705,Orthorhombic,2.22,1.1420000000000003
mp-1199892,RbGeB3O7,5.4402,3.2383627045133596,Orthorhombic,5.58,0.13980000000000015
mp-1192562,NdMoO4F,4.0564,5.066537898559647,Monoclinic,3.66,-0.39639999999999986
mp-1228659,Ba3Cd(SnS4)2,2.0791000000000004,4.0409003689994405,Tetragonal,2.75,0.6708999999999996
mp-1198818,La3Mo4O16F,3.6136,4.665310479302314,Triclinic,3.7,0.08640000000000025
mp-573635,Ba2In2Se5,1.3944999999999999,5.108878854910923,Orthorhombic,2.12,0.7255000000000003
mp-1190528,Ba2ZnSe3,1.6214000000000002,5.247394482648545,Orthorhombic,2.75,1.1285999999999998
mp-1200744,Rb2Cd3(B4O7)4,4.5081,3.2717491643266925,Monoclinic,4.76,0.2519
mp-1195627,ZnB12(H5O12)2,5.7958,2.241427858915976,Monoclinic,4.6,-1.1958000000000002
mp-1020620,Rb5Li6(BO2)11,4.3579,2.760280597512793,Monoclinic,6.53,2.1721000000000004
mp-556498,Sr2Be2B2O7,4.0817,3.5930617929716857,Hexagonal,8.0,3.9183000000000003
mp-1078250,Cs2AgBiBr6,1.3547,4.652655559417421,Cubic,2.19,0.8352999999999999
mp-19267,BaMnO3,2.0603,5.719479111320032,Hexagonal,0.0,-2.0603
mp-696288,LiH3(SeO3)2,4.256399999999999,3.235539969830073,Monoclinic,4.9,0.6436000000000011
mp-30311,Zn3(PS4)2,2.4313999999999996,2.9722098224293934,Tetragonal,3.07,0.6386000000000003
mp-1106127,Ba2DyInSe5,1.1264000000000003,5.6365756678945225,Orthorhombic,2.27,1.1435999999999997
mp-1191817,Li2In2SiSe6,1.8159,4.2343075894711255,Monoclinic,2.54,0.7241
mp-966802,Cs2Li3(BO2)5,4.5354,2.9517331597594207,Orthorhombic,7.3,2.7645999999999997
mp-1205397,Ba2YInSe5,1.1767999999999996,5.183298722263831,Orthorhombic,2.31,1.1332000000000004
mp-23492,Si(Bi3O5)4,2.3594,9.189013039707056,Cubic,3.2,0.8406000000000002
mp-1190476,Na2Zn(GeSe3)2,1.3476000000000001,4.031300666613661,Tetragonal,2.36,1.0123999999999997
mp-1204879,Sr4V2(Se2O7)3,2.7193201080478544,4.018808935932261,Orthorhombic,2.66,-0.05932010804785426
mp-1190698,KBaSbSe3,1.7441,4.347490189079638,Monoclinic,2.04,0.29590000000000005
mp-1280554,Li2MnO2F,1.7682000000000002,3.5651772378867332,Monoclinic,0.0,-1.7682000000000002
mp-1198509,GePb2(SeO3)4,3.310024399210151,5.666135926225007,Monoclinic,4.1,0.7899756007898486
mp-1196881,Li2TeWO6,3.6400999999999994,5.478207702053452,Monoclinic,4.0,0.35990000000000055
